"Population by Five Years Age Group","Number"
"0-4",""
"Female","967"
"Male","1052"
"10-14",""
"Female","1179"
"Male","1210"
"15-19",""
"Female","837"
"Male","805"
"20-24",""
"Female","815"
"Male","556"
"25-29",""
"Female","743"
"Male","536"
"30-34",""
"Female","726"
"Male","465"
"35-39",""
"Female","638"
"Male","529"
"40-44",""
"Female","531"
"Male","419"
"45-49",""
"Female","421"
"Male","420"
"50-54",""
"Female","384"
"Male","364"
"55-59",""
"Female","304"
"Male","349"
"5-9",""
"Female","1335"
"Male","1360"
"60-64",""
"Female","277"
"Male","271"
"65-69",""
"Female","251"
"Male","221"
"70-74",""
"Female","145"
"Male","188"
"75+",""
"Female","143"
"Male","133"
