"Population by Five Years Age Group","Number"
"0-4",""
"Female","1809"
"Male","1872"
"10-14",""
"Female","1958"
"Male","2186"
"15-19",""
"Female","1143"
"Male","1465"
"20-24",""
"Female","1075"
"Male","1078"
"25-29",""
"Female","1069"
"Male","964"
"30-34",""
"Female","1058"
"Male","919"
"35-39",""
"Female","960"
"Male","964"
"40-44",""
"Female","745"
"Male","796"
"45-49",""
"Female","639"
"Male","670"
"50-54",""
"Female","425"
"Male","553"
"55-59",""
"Female","431"
"Male","435"
"5-9",""
"Female","2286"
"Male","2264"
"60-64",""
"Female","375"
"Male","431"
"65-69",""
"Female","306"
"Male","325"
"70-74",""
"Female","167"
"Male","228"
"75+",""
"Female","105"
"Male","131"
