"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","10674"
"Christianity","859"
"Hindu","13211"
"Islam","35"
"Jainism","0"
"Kirat","0"
"Prakriti","608"
"Sikhism","0"
"Undefined","11"
"Total","25399"
