"Population by Mother tongue","Number"
"Bantawa",""
"Female","5"
"Male","8"
"Chamling",""
"Female","10"
"Male","15"
"Dumi",""
"Female","7"
"Male","9"
"Khaling",""
"Female","20"
"Male","20"
"Kulung",""
"Female","3959"
"Male","3743"
"Limbu",""
"Female","11"
"Male","7"
"Maithili",""
"Female","67"
"Male","81"
"Mewahang",""
"Female","959"
"Male","935"
"Nachhiring",""
"Female","100"
"Male","87"
"Nepali",""
"Female","388"
"Male","351"
"Not Reported",""
"Female","5"
"Male","6"
"Others",""
"Female","14"
"Male","13"
"Rai",""
"Female","174"
"Male","149"
"Sampang",""
"Female","14"
"Male","21"
"Sherpa",""
"Female","96"
"Male","81"
"Sindhi",""
"Female","79"
"Male","69"
"Tamang",""
"Female","113"
"Male","110"
"Thulung",""
"Female","39"
"Male","41"
