"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","208"
"Cow Dung","2"
"Electricity Fuel","44"
"KeroseneFuel","34"
"LP Gas","914"
"Not Sated about Fuel","14"
"OthersFuel","1"
"Wood/FireWood","4866"
"Total","6083"
