"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2675"
"Male","2058"
"","4733"
"Chhetri",""
"Female","3723"
"Male","2608"
"","6331"
"Damai/Dholi",""
"Female","410"
"Male","332"
"","742"
"Gaine",""
"Female","23"
"Male","13"
"","36"
"Gharti/Bhujel",""
"Female","191"
"Male","176"
"","367"
"Gurung",""
"Female","2364"
"Male","1859"
"","4223"
"Kami",""
"Female","1020"
"Male","808"
"","1828"
"Khawas",""
"Female","77"
"Male","49"
"","126"
"Magar",""
"Female","1565"
"Male","1150"
"","2715"
"Majhi",""
"Female","155"
"Male","154"
"","309"
"Musalman",""
"Female","273"
"Male","199"
"","472"
"Newar",""
"Female","581"
"Male","463"
"","1044"
"Others",""
"Female","30"
"Male","22"
"","52"
"Sanyasi/Dasnami",""
"Female","107"
"Male","65"
"","172"
"Sarki",""
"Female","852"
"Male","633"
"","1485"
"Thakuri",""
"Female","546"
"Male","390"
"","936"
"Tharu",""
"Female","7"
"Male","5"
"","12"
