"Population by Five Years Age Group","Number"
"0-4",""
"Female","1588"
"Male","1759"
"10-14",""
"Female","1387"
"Male","1348"
"15-19",""
"Female","970"
"Male","712"
"20-24",""
"Female","858"
"Male","560"
"25-29",""
"Female","843"
"Male","458"
"30-34",""
"Female","642"
"Male","402"
"35-39",""
"Female","544"
"Male","429"
"40-44",""
"Female","468"
"Male","314"
"45-49",""
"Female","371"
"Male","282"
"50-54",""
"Female","345"
"Male","272"
"55-59",""
"Female","268"
"Male","227"
"5-9",""
"Female","1526"
"Male","1488"
"60-64",""
"Female","380"
"Male","253"
"65-69",""
"Female","210"
"Male","168"
"70-74",""
"Female","159"
"Male","129"
"75+",""
"Female","135"
"Male","80"
