"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","43"
"Cow Dung","89"
"Electricity Fuel","4"
"KeroseneFuel","33"
"LP Gas","597"
"Not Sated about Fuel","94"
"OthersFuel","14"
"Wood/FireWood","29761"
"Total","30635"
