"Population by Caste Ethinicity","Number"
"Badi",""
"Female","268"
"Male","247"
"","515"
"Brahman - Hill",""
"Female","3077"
"Male","2845"
"","5922"
"Brahman - Tarai",""
"Female","4"
"Male","11"
"","15"
"Chhetri",""
"Female","43722"
"Male","39439"
"","83161"
"Dalit Others",""
"Female","50"
"Male","47"
"","97"
"Damai/Dholi",""
"Female","3081"
"Male","2688"
"","5769"
"Gaine",""
"Female","24"
"Male","20"
"","44"
"Gurung",""
"Female","30"
"Male","22"
"","52"
"Kami",""
"Female","12514"
"Male","11213"
"","23727"
"Kumal",""
"Female","18"
"Male","13"
"","31"
"Lohar",""
"Female","5"
"Male","6"
"","11"
"Magar",""
"Female","11924"
"Male","10691"
"","22615"
"Musalman",""
"Female","52"
"Male","53"
"","105"
"Newar",""
"Female","63"
"Male","67"
"","130"
"Others",""
"Female","111"
"Male","100"
"","211"
"Sanyasi/Dasnami",""
"Female","639"
"Male","584"
"","1223"
"Sarki",""
"Female","1409"
"Male","1348"
"","2757"
"Sonar",""
"Female","25"
"Male","21"
"","46"
"Tamang",""
"Female","10"
"Male","26"
"","36"
"Terai Others",""
"Female","44"
"Male","53"
"","97"
"Thakali",""
"Female","23"
"Male","11"
"","34"
"Thakuri",""
"Female","4055"
"Male","3595"
"","7650"
"Tharu",""
"Female","5"
"Male","19"
"","24"
