"Population by Religion","Number"
"Bahai","179"
"Bon","457"
"Buddism","1287432"
"Christianity","158864"
"Hindu","3969041"
"Islam","36988"
"Jainism","921"
"Kirat","22414"
"Prakriti","41700"
"Sikhism","154"
"Undefined","11302"
"Total","5529452"
