"Number of households by type of outer wall","Number"
"BambooWall","31792"
"Cement Bonded Bricks/Stone Wall","599160"
"Mud Bonded Bricks/Stone Wall","555422"
"Not Stated about Wall","21008"
"Other Type Wall","10614"
"Unbaked Bricks","7405"
"Wood/Planks","43743"
"Total","1269144"
