"Population by Literacy Status","Number"
"Literate",""
"Female","1713980"
"Male","2026712"
"","3740692"
"Not Read/Write",""
"Female","786990"
"Male","378052"
"","1165042"
"Not Stated",""
"Female","2065"
"Male","1119"
"","3184"
"Read Only",""
"Female","60937"
"Male","53105"
"","114042"
