"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","54"
"Christianity","62"
"Hindu","41400"
"Islam","6"
"Jainism","0"
"Kirat","0"
"Prakriti","4"
"Sikhism","0"
"Undefined","14"
"Total","41540"
