"Population by Caste Ethinicity","Number"
"Badi",""
"Female","69"
"Male","65"
"","134"
"Brahman - Hill",""
"Female","1895"
"Male","1759"
"","3654"
"Chhetri",""
"Female","9815"
"Male","9155"
"","18970"
"Dalit Others",""
"Female","56"
"Male","58"
"","114"
"Damai/Dholi",""
"Female","1094"
"Male","986"
"","2080"
"Gurung",""
"Female","88"
"Male","69"
"","157"
"Kami",""
"Female","3607"
"Male","3336"
"","6943"
"Kumal",""
"Female","107"
"Male","100"
"","207"
"Magar",""
"Female","249"
"Male","233"
"","482"
"Majhi",""
"Female","33"
"Male","38"
"","71"
"Newar",""
"Female","29"
"Male","22"
"","51"
"Others",""
"Female","23"
"Male","22"
"","45"
"Sanyasi/Dasnami",""
"Female","928"
"Male","788"
"","1716"
"Sarki",""
"Female","1505"
"Male","1280"
"","2785"
"Terai Others",""
"Female","22"
"Male","19"
"","41"
"Thakuri",""
"Female","2139"
"Male","1951"
"","4090"
