"Population by Caste Ethinicity","Number"
"Bahing",""
"Female","216"
"Male","200"
"","416"
"Brahman - Hill",""
"Female","675"
"Male","601"
"","1276"
"Chhetri",""
"Female","1181"
"Male","910"
"","2091"
"Damai/Dholi",""
"Female","404"
"Male","309"
"","713"
"Gharti/Bhujel",""
"Female","87"
"Male","74"
"","161"
"Gurung",""
"Female","26"
"Male","16"
"","42"
"Kami",""
"Female","487"
"Male","414"
"","901"
"Limbu",""
"Female","12"
"Male","6"
"","18"
"Magar",""
"Female","1866"
"Male","1572"
"","3438"
"Majhi",""
"Female","117"
"Male","100"
"","217"
"Newar",""
"Female","777"
"Male","594"
"","1371"
"Others",""
"Female","36"
"Male","44"
"","80"
"Rai",""
"Female","4600"
"Male","3912"
"","8512"
"Sarki",""
"Female","211"
"Male","188"
"","399"
"Tamang",""
"Female","732"
"Male","610"
"","1342"
"Tharu",""
"Female","18"
"Male","17"
"","35"
"Undefined Others",""
"Female","30"
"Male","18"
"","48"
"Yadav",""
"Female","1"
"Male","13"
"","14"
