"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3787"
"Christianity","89"
"Hindu","5646"
"Islam","0"
"Jainism","0"
"Kirat","2"
"Prakriti","2"
"Sikhism","0"
"Undefined","0"
"Total","9526"
