"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2369"
"Male","2173"
"","4542"
"Brahmu/ Baramo",""
"Female","58"
"Male","45"
"","103"
"Chhetri",""
"Female","294"
"Male","294"
"","588"
"Damai/Dholi",""
"Female","53"
"Male","52"
"","105"
"Ghale",""
"Female","6"
"Male","5"
"","11"
"Kami",""
"Female","38"
"Male","36"
"","74"
"Magar",""
"Female","9"
"Male","6"
"","15"
"Newar",""
"Female","14"
"Male","21"
"","35"
"Others",""
"Female","23"
"Male","22"
"","45"
"Pahari",""
"Female","6"
"Male","6"
"","12"
"Sunuwar",""
"Female","19"
"Male","23"
"","42"
"Tamang",""
"Female","1981"
"Male","1900"
"","3881"
