"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1066"
"Christianity","54"
"Hindu","1949"
"Islam","0"
"Jainism","0"
"Kirat","5"
"Prakriti","2"
"Sikhism","0"
"Undefined","17"
"Total","3093"
