"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","1"
"Electricity Fuel","9"
"KeroseneFuel","4"
"LP Gas","61"
"Not Sated about Fuel","5"
"OthersFuel","0"
"Wood/FireWood","690"
"Total","770"
