"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","20"
"Male","78"
"","98"
"Chhantyal/Chhantel",""
"Female","35"
"Male","38"
"","73"
"Chhetri",""
"Female","63"
"Male","74"
"","137"
"Dalit Others",""
"Female","15"
"Male","17"
"","32"
"Damai/Dholi",""
"Female","165"
"Male","139"
"","304"
"Gurung",""
"Female","27"
"Male","30"
"","57"
"Kami",""
"Female","270"
"Male","249"
"","519"
"Limbu",""
"Female","4"
"Male","9"
"","13"
"Magar",""
"Female","219"
"Male","275"
"","494"
"Newar",""
"Female","10"
"Male","15"
"","25"
"Others",""
"Female","18"
"Male","16"
"","34"
"Rai",""
"Female","11"
"Male","18"
"","29"
"Sarki",""
"Female","18"
"Male","18"
"","36"
"Sherpa",""
"Female","10"
"Male","10"
"","20"
"Tamang",""
"Female","15"
"Male","32"
"","47"
"Thakali",""
"Female","506"
"Male","488"
"","994"
