"Population by Mother tongue","Number"
"Gurung",""
"Female","10"
"Male","13"
"","23"
"Kham",""
"Female","8"
"Male","10"
"","18"
"Magar",""
"Female","57"
"Male","62"
"","119"
"Nepali",""
"Female","1064"
"Male","1159"
"","2223"
"Not Reported",""
"Female","8"
"Male","6"
"","14"
"Others",""
"Female","13"
"Male","17"
"","30"
"Rai",""
"Female","3"
"Male","9"
"","12"
"Sign Language",""
"Female","8"
"Male","11"
"","19"
"Tamang",""
"Female","8"
"Male","18"
"","26"
"Thakali",""
"Female","227"
"Male","201"
"","428"
