"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","0"
"Electricity Fuel","2"
"KeroseneFuel","3"
"LP Gas","3"
"Not Sated about Fuel","6"
"OthersFuel","1"
"Wood/FireWood","1778"
"Total","1794"
