"Population by Single Year of Age","Number"
"0",""
"Female","1854"
"Male","2016"
"1",""
"Female","1578"
"Male","1840"
"10",""
"Female","3192"
"Male","3367"
"11",""
"Female","2993"
"Male","3153"
"12",""
"Female","3416"
"Male","3897"
"13",""
"Female","3380"
"Male","3406"
"14",""
"Female","3547"
"Male","3730"
"15",""
"Female","3453"
"Male","3552"
"16",""
"Female","3384"
"Male","3492"
"17",""
"Female","3214"
"Male","3479"
"18",""
"Female","3575"
"Male","3862"
"19",""
"Female","2906"
"Male","2761"
"2",""
"Female","1884"
"Male","2126"
"20",""
"Female","3747"
"Male","3436"
"21",""
"Female","3007"
"Male","2784"
"22",""
"Female","3702"
"Male","3120"
"23",""
"Female","3026"
"Male","2314"
"24",""
"Female","2990"
"Male","2208"
"25",""
"Female","3666"
"Male","2461"
"26",""
"Female","2978"
"Male","1915"
"27",""
"Female","2725"
"Male","1835"
"28",""
"Female","3375"
"Male","2392"
"29",""
"Female","1944"
"Male","1497"
"3",""
"Female","1780"
"Male","2077"
"30",""
"Female","4175"
"Male","2979"
"31",""
"Female","1711"
"Male","1290"
"32",""
"Female","2706"
"Male","2044"
"33",""
"Female","1914"
"Male","1374"
"34",""
"Female","1913"
"Male","1506"
"35",""
"Female","3761"
"Male","2837"
"36",""
"Female","2045"
"Male","1513"
"37",""
"Female","1603"
"Male","1294"
"38",""
"Female","2106"
"Male","1829"
"39",""
"Female","1364"
"Male","1100"
"4",""
"Female","2030"
"Male","2260"
"40",""
"Female","3528"
"Male","3078"
"41",""
"Female","1080"
"Male","1096"
"42",""
"Female","1751"
"Male","1636"
"43",""
"Female","1252"
"Male","1011"
"44",""
"Female","1083"
"Male","978"
"45",""
"Female","2537"
"Male","2434"
"46",""
"Female","1239"
"Male","1109"
"47",""
"Female","998"
"Male","1049"
"48",""
"Female","1447"
"Male","1469"
"49",""
"Female","932"
"Male","911"
"5",""
"Female","2284"
"Male","2597"
"50",""
"Female","2397"
"Male","2349"
"51",""
"Female","829"
"Male","847"
"52",""
"Female","1068"
"Male","1207"
"53",""
"Female","778"
"Male","812"
"54",""
"Female","746"
"Male","764"
"55",""
"Female","1415"
"Male","1424"
"56",""
"Female","872"
"Male","824"
"57",""
"Female","748"
"Male","771"
"58",""
"Female","766"
"Male","844"
"59",""
"Female","550"
"Male","603"
"6",""
"Female","2382"
"Male","2616"
"60",""
"Female","1687"
"Male","1503"
"61",""
"Female","528"
"Male","574"
"62",""
"Female","663"
"Male","642"
"63",""
"Female","461"
"Male","475"
"64",""
"Female","453"
"Male","436"
"65",""
"Female","1137"
"Male","972"
"66",""
"Female","466"
"Male","416"
"67",""
"Female","487"
"Male","450"
"68",""
"Female","633"
"Male","677"
"69",""
"Female","249"
"Male","314"
"7",""
"Female","2632"
"Male","2807"
"70",""
"Female","949"
"Male","861"
"71",""
"Female","273"
"Male","264"
"72",""
"Female","419"
"Male","440"
"73",""
"Female","271"
"Male","301"
"74",""
"Female","235"
"Male","244"
"75",""
"Female","573"
"Male","475"
"76",""
"Female","257"
"Male","269"
"77",""
"Female","255"
"Male","221"
"78",""
"Female","367"
"Male","353"
"79",""
"Female","150"
"Male","193"
"8",""
"Female","2724"
"Male","3056"
"80",""
"Female","394"
"Male","284"
"81",""
"Female","126"
"Male","149"
"82",""
"Female","185"
"Male","184"
"83",""
"Female","132"
"Male","140"
"84",""
"Female","161"
"Male","154"
"85",""
"Female","810"
"Male","625"
"9",""
"Female","2653"
"Male","2857"
