"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","506"
"Cow Dung","13"
"Electricity","3"
"Kerosene","24"
"LP Gas","660"
"Not stated","21"
"Others","6"
"Wood/Firewood","4395"
"Total","5628"
