"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","59"
"Cow Dung","6"
"Electricity","2"
"Kerosene","11"
"LP Gas","34"
"Not stated","17"
"Others","3"
"Wood/Firewood","4545"
"Total","4677"
