"Population by Five Years Age Group","Number"
"0-4",""
"Female","2641"
"Male","2783"
"10-14",""
"Female","3119"
"Male","3038"
"15-19",""
"Female","2418"
"Male","2176"
"20-24",""
"Female","1846"
"Male","1419"
"25-29",""
"Female","1561"
"Male","1112"
"30-34",""
"Female","1189"
"Male","971"
"35-39",""
"Female","1156"
"Male","984"
"40-44",""
"Female","987"
"Male","841"
"45-49",""
"Female","834"
"Male","698"
"50-54",""
"Female","751"
"Male","789"
"55-59",""
"Female","545"
"Male","612"
"5-9",""
"Female","2964"
"Male","2980"
"60-64",""
"Female","737"
"Male","624"
"65-69",""
"Female","455"
"Male","392"
"70-74",""
"Female","234"
"Male","247"
"75+",""
"Female","222"
"Male","215"
