"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","27"
"Cow Dung","18"
"Electricity","0"
"Kerosene","12"
"LP Gas","24"
"Not stated","62"
"Others","6"
"Wood/Firewood","8015"
"Total","8164"
