"Population by Five Years Age Group","Number"
"0-4",""
"Female","15124"
"Male","15803"
"10-14",""
"Female","22242"
"Male","22363"
"15-19",""
"Female","18344"
"Male","16058"
"20-24",""
"Female","13380"
"Male","9263"
"25-29",""
"Female","11353"
"Male","8491"
"30-34",""
"Female","9084"
"Male","7083"
"35-39",""
"Female","8669"
"Male","7449"
"40-44",""
"Female","7800"
"Male","7294"
"45-49",""
"Female","6395"
"Male","6355"
"50-54",""
"Female","5294"
"Male","5615"
"55-59",""
"Female","4274"
"Male","4352"
"5-9",""
"Female","20088"
"Male","20420"
"60-64",""
"Female","4016"
"Male","3953"
"65-69",""
"Female","2954"
"Male","3000"
"70-74",""
"Female","2053"
"Male","2056"
"75+",""
"Female","2999"
"Male","2568"
