"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1588"
"Cow Dung","156"
"Electricity","12"
"Kerosene","275"
"LP Gas","2877"
"Not stated","235"
"Others","59"
"Wood/Firewood","52342"
"Total","57544"
