"Population by Five Years Age Group","Number"
"0-4",""
"Female","7798"
"Male","7939"
"10-14",""
"Female","13034"
"Male","13047"
"15-19",""
"Female","11846"
"Male","10327"
"20-24",""
"Female","8091"
"Male","5480"
"25-29",""
"Female","6776"
"Male","4819"
"30-34",""
"Female","5773"
"Male","4052"
"35-39",""
"Female","5537"
"Male","4177"
"40-44",""
"Female","5651"
"Male","4339"
"45-49",""
"Female","4990"
"Male","4240"
"50-54",""
"Female","4523"
"Male","4253"
"55-59",""
"Female","3660"
"Male","3598"
"5-9",""
"Female","10481"
"Male","10467"
"60-64",""
"Female","3386"
"Male","3035"
"65-69",""
"Female","2684"
"Male","2650"
"70-74",""
"Female","2231"
"Male","1977"
"75+",""
"Female","3093"
"Male","2603"
