"Population by Mother tongue","Number"
"Bangla",""
"Female","73"
"Male","60"
"Bhojpuri",""
"Female","20"
"Male","28"
"Bhujel",""
"Female","8"
"Male","12"
"Gurung",""
"Female","46"
"Male","42"
"Hindi",""
"Female","10"
"Male","16"
"Jirel",""
"Female","2255"
"Male","1978"
"Magar",""
"Female","302"
"Male","242"
"Maithili",""
"Female","156"
"Male","270"
"Majhi",""
"Female","93"
"Male","85"
"Nepali",""
"Female","65327"
"Male","55427"
"Newar",""
"Female","1917"
"Male","1690"
"Not Reported",""
"Female","105"
"Male","91"
"Others",""
"Female","117"
"Male","130"
"Rai",""
"Female","25"
"Male","20"
"Sherpa",""
"Female","4392"
"Male","4012"
"Sign Language",""
"Female","7"
"Male","4"
"Sunuwar",""
"Female","959"
"Male","796"
"Surel",""
"Female","55"
"Male","57"
"Tamang",""
"Female","15815"
"Male","13600"
"Thami",""
"Female","7657"
"Male","7185"
"Tharu",""
"Female","6"
"Male","9"
