"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","14"
"Cow Dung","6350"
"Electricity Fuel","1"
"KeroseneFuel","151"
"LP Gas","25"
"Not Sated about Fuel","108"
"OthersFuel","2"
"Wood/FireWood","1371"
"Total","8022"
