"Population by Five Years Age Group","Number"
"0-4",""
"Female","1226"
"Male","1337"
"10-14",""
"Female","1605"
"Male","1549"
"15-19",""
"Female","1317"
"Male","1044"
"20-24",""
"Female","1092"
"Male","543"
"25-29",""
"Female","869"
"Male","416"
"30-34",""
"Female","719"
"Male","385"
"35-39",""
"Female","588"
"Male","370"
"40-44",""
"Female","541"
"Male","350"
"45-49",""
"Female","436"
"Male","356"
"50-54",""
"Female","439"
"Male","359"
"55-59",""
"Female","303"
"Male","297"
"5-9",""
"Female","1402"
"Male","1375"
"60-64",""
"Female","349"
"Male","326"
"65-69",""
"Female","263"
"Male","239"
"70-74",""
"Female","196"
"Male","164"
"75+",""
"Female","154"
"Male","169"
