"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","23"
"Cow Dung","4"
"Electricity","2"
"Kerosene","20"
"LP Gas","765"
"Not stated","14"
"Others","13"
"Wood/Firewood","3937"
"Total","4778"
