"Population by Five Years Age Group","Number"
"0-4",""
"Female","1389"
"Male","1343"
"10-14",""
"Female","1720"
"Male","1887"
"15-19",""
"Female","1432"
"Male","1459"
"20-24",""
"Female","1132"
"Male","926"
"25-29",""
"Female","1009"
"Male","754"
"30-34",""
"Female","755"
"Male","765"
"35-39",""
"Female","746"
"Male","717"
"40-44",""
"Female","571"
"Male","583"
"45-49",""
"Female","509"
"Male","574"
"50-54",""
"Female","422"
"Male","447"
"55-59",""
"Female","290"
"Male","361"
"5-9",""
"Female","1574"
"Male","1599"
"60-64",""
"Female","317"
"Male","333"
"65-69",""
"Female","236"
"Male","246"
"70-74",""
"Female","199"
"Male","227"
"75+",""
"Female","259"
"Male","286"
