"Population by Single Year of Age","Number"
"0",""
"Female","280"
"Male","268"
"1",""
"Female","242"
"Male","249"
"10",""
"Female","387"
"Male","412"
"11",""
"Female","299"
"Male","314"
"12",""
"Female","362"
"Male","449"
"13",""
"Female","352"
"Male","358"
"14",""
"Female","320"
"Male","354"
"15",""
"Female","318"
"Male","363"
"16",""
"Female","304"
"Male","365"
"17",""
"Female","293"
"Male","238"
"18",""
"Female","309"
"Male","265"
"19",""
"Female","208"
"Male","228"
"2",""
"Female","278"
"Male","264"
"20",""
"Female","270"
"Male","255"
"21",""
"Female","206"
"Male","166"
"22",""
"Female","252"
"Male","212"
"23",""
"Female","203"
"Male","140"
"24",""
"Female","201"
"Male","153"
"25",""
"Female","284"
"Male","170"
"26",""
"Female","217"
"Male","151"
"27",""
"Female","172"
"Male","152"
"28",""
"Female","223"
"Male","175"
"29",""
"Female","113"
"Male","106"
"3",""
"Female","281"
"Male","264"
"30",""
"Female","290"
"Male","243"
"31",""
"Female","104"
"Male","112"
"32",""
"Female","166"
"Male","172"
"33",""
"Female","98"
"Male","118"
"34",""
"Female","97"
"Male","120"
"35",""
"Female","278"
"Male","229"
"36",""
"Female","154"
"Male","142"
"37",""
"Female","89"
"Male","92"
"38",""
"Female","134"
"Male","161"
"39",""
"Female","91"
"Male","93"
"4",""
"Female","308"
"Male","298"
"40",""
"Female","287"
"Male","255"
"41",""
"Female","73"
"Male","77"
"42",""
"Female","106"
"Male","131"
"43",""
"Female","65"
"Male","68"
"44",""
"Female","40"
"Male","52"
"45",""
"Female","223"
"Male","221"
"46",""
"Female","75"
"Male","100"
"47",""
"Female","54"
"Male","59"
"48",""
"Female","105"
"Male","139"
"49",""
"Female","52"
"Male","55"
"5",""
"Female","308"
"Male","293"
"50",""
"Female","192"
"Male","200"
"51",""
"Female","58"
"Male","65"
"52",""
"Female","75"
"Male","80"
"53",""
"Female","47"
"Male","53"
"54",""
"Female","50"
"Male","49"
"55",""
"Female","127"
"Male","163"
"56",""
"Female","37"
"Male","53"
"57",""
"Female","55"
"Male","55"
"58",""
"Female","43"
"Male","55"
"59",""
"Female","28"
"Male","35"
"6",""
"Female","317"
"Male","304"
"60",""
"Female","173"
"Male","158"
"61",""
"Female","37"
"Male","47"
"62",""
"Female","41"
"Male","61"
"63",""
"Female","35"
"Male","39"
"64",""
"Female","31"
"Male","28"
"65",""
"Female","110"
"Male","94"
"66",""
"Female","25"
"Male","36"
"67",""
"Female","37"
"Male","37"
"68",""
"Female","38"
"Male","53"
"69",""
"Female","26"
"Male","26"
"7",""
"Female","300"
"Male","351"
"70",""
"Female","109"
"Male","123"
"71",""
"Female","19"
"Male","17"
"72",""
"Female","38"
"Male","40"
"73",""
"Female","21"
"Male","27"
"74",""
"Female","12"
"Male","20"
"75",""
"Female","60"
"Male","64"
"76",""
"Female","19"
"Male","21"
"77",""
"Female","16"
"Male","20"
"78",""
"Female","18"
"Male","28"
"79",""
"Female","12"
"Male","10"
"8",""
"Female","341"
"Male","336"
"80",""
"Female","40"
"Male","42"
"81",""
"Female","9"
"Male","14"
"82",""
"Female","15"
"Male","13"
"83",""
"Female","9"
"Male","13"
"84",""
"Female","7"
"Male","7"
"85",""
"Female","54"
"Male","54"
"9",""
"Female","308"
"Male","315"
