"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","51"
"Male","170"
"Bhujel",""
"Female","22"
"Male","27"
"Chepang",""
"Female","2676"
"Male","2785"
"Gurung",""
"Female","921"
"Male","865"
"Hindi",""
"Female","20"
"Male","47"
"Magar",""
"Female","939"
"Male","904"
"Maithili",""
"Female","28"
"Male","46"
"Nepali",""
"Female","7435"
"Male","7182"
"Newar",""
"Female","98"
"Male","95"
"Not Reported",""
"Female","5"
"Male","7"
"Others",""
"Female","2"
"Male","4"
"Rai",""
"Female","11"
"Male","13"
"Tamang",""
"Female","245"
"Male","220"
"Thakali",""
"Female","50"
"Male","36"
"Tharu",""
"Female","10"
"Male","9"
"Urdu",""
"Female","29"
"Male","50"
