"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","25"
"Male","29"
"Gurung",""
"Female","27"
"Male","24"
"Hindi",""
"Female","6"
"Male","17"
"Lapcha",""
"Female","201"
"Male","189"
"Limbu",""
"Female","6"
"Male","6"
"Magar",""
"Female","29"
"Male","35"
"Maithili",""
"Female","16"
"Male","24"
"Nepali",""
"Female","7087"
"Male","6710"
"Newar",""
"Female","1982"
"Male","1997"
"Not Reported",""
"Female","3"
"Male","22"
"Others",""
"Female","42"
"Male","43"
"Pahari",""
"Female","11"
"Male","1"
"Rai",""
"Female","8"
"Male","6"
"Sherpa",""
"Female","25"
"Male","21"
"Tamang",""
"Female","2936"
"Male","2728"
"Tharu",""
"Female","5"
"Male","8"
"Tibetan",""
"Female","15"
"Male","13"
