"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","25"
"Cow Dung","1"
"Electricity","5"
"Kerosene","87"
"LP Gas","1694"
"Not stated","37"
"Others","37"
"Wood/Firewood","3602"
"Total","5488"
