"Population by Single Year of Age","Number"
"0",""
"Female","177"
"Male","199"
"1",""
"Female","142"
"Male","181"
"10",""
"Female","221"
"Male","306"
"11",""
"Female","226"
"Male","247"
"12",""
"Female","259"
"Male","290"
"13",""
"Female","289"
"Male","316"
"14",""
"Female","298"
"Male","351"
"15",""
"Female","308"
"Male","367"
"16",""
"Female","329"
"Male","346"
"17",""
"Female","281"
"Male","344"
"18",""
"Female","313"
"Male","314"
"19",""
"Female","265"
"Male","288"
"2",""
"Female","125"
"Male","171"
"20",""
"Female","357"
"Male","324"
"21",""
"Female","301"
"Male","236"
"22",""
"Female","322"
"Male","303"
"23",""
"Female","283"
"Male","265"
"24",""
"Female","303"
"Male","253"
"25",""
"Female","306"
"Male","248"
"26",""
"Female","262"
"Male","205"
"27",""
"Female","247"
"Male","216"
"28",""
"Female","275"
"Male","243"
"29",""
"Female","176"
"Male","172"
"3",""
"Female","150"
"Male","157"
"30",""
"Female","346"
"Male","302"
"31",""
"Female","154"
"Male","131"
"32",""
"Female","225"
"Male","242"
"33",""
"Female","140"
"Male","142"
"34",""
"Female","157"
"Male","179"
"35",""
"Female","287"
"Male","294"
"36",""
"Female","158"
"Male","146"
"37",""
"Female","128"
"Male","145"
"38",""
"Female","189"
"Male","160"
"39",""
"Female","108"
"Male","80"
"4",""
"Female","168"
"Male","161"
"40",""
"Female","290"
"Male","249"
"41",""
"Female","103"
"Male","112"
"42",""
"Female","149"
"Male","156"
"43",""
"Female","124"
"Male","124"
"44",""
"Female","85"
"Male","102"
"45",""
"Female","227"
"Male","178"
"46",""
"Female","125"
"Male","111"
"47",""
"Female","91"
"Male","98"
"48",""
"Female","121"
"Male","136"
"49",""
"Female","93"
"Male","82"
"5",""
"Female","185"
"Male","207"
"50",""
"Female","216"
"Male","225"
"51",""
"Female","77"
"Male","90"
"52",""
"Female","111"
"Male","112"
"53",""
"Female","77"
"Male","87"
"54",""
"Female","70"
"Male","78"
"55",""
"Female","121"
"Male","124"
"56",""
"Female","84"
"Male","83"
"57",""
"Female","67"
"Male","58"
"58",""
"Female","82"
"Male","69"
"59",""
"Female","60"
"Male","54"
"6",""
"Female","160"
"Male","206"
"60",""
"Female","166"
"Male","133"
"61",""
"Female","49"
"Male","61"
"62",""
"Female","58"
"Male","73"
"63",""
"Female","47"
"Male","41"
"64",""
"Female","53"
"Male","46"
"65",""
"Female","106"
"Male","87"
"66",""
"Female","41"
"Male","47"
"67",""
"Female","75"
"Male","53"
"68",""
"Female","49"
"Male","61"
"69",""
"Female","29"
"Male","37"
"7",""
"Female","237"
"Male","213"
"70",""
"Female","82"
"Male","82"
"71",""
"Female","25"
"Male","25"
"72",""
"Female","46"
"Male","40"
"73",""
"Female","32"
"Male","25"
"74",""
"Female","22"
"Male","21"
"75",""
"Female","48"
"Male","62"
"76",""
"Female","21"
"Male","18"
"77",""
"Female","29"
"Male","21"
"78",""
"Female","36"
"Male","45"
"79",""
"Female","12"
"Male","14"
"8",""
"Female","178"
"Male","233"
"80",""
"Female","35"
"Male","24"
"81",""
"Female","7"
"Male","14"
"82",""
"Female","17"
"Male","20"
"83",""
"Female","17"
"Male","7"
"84",""
"Female","17"
"Male","15"
"85",""
"Female","72"
"Male","64"
"9",""
"Female","191"
"Male","247"
