"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","2"
"Christianity","0"
"Hindu","26698"
"Islam","2444"
"Jainism","0"
"Kirat","0"
"Prakriti","1"
"Sikhism","0"
"Undefined","353"
"Total","29498"
