"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","244"
"Cow Dung","26"
"Electricity Fuel","6"
"KeroseneFuel","197"
"LP Gas","4394"
"Not Sated about Fuel","160"
"OthersFuel","16"
"Wood/FireWood","59844"
"Total","64887"
