"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","2"
"Male","43"
"","45"
"Bhujel",""
"Female","54"
"Male","45"
"","99"
"Bote",""
"Female","336"
"Male","244"
"","580"
"Chepang",""
"Female","1"
"Male","17"
"","18"
"Chhantyal",""
"Female","20"
"Male","15"
"","35"
"Gurung",""
"Female","472"
"Male","368"
"","840"
"Hindi",""
"Female","23"
"Male","47"
"","70"
"Kumal",""
"Female","107"
"Male","102"
"","209"
"Magar",""
"Female","2926"
"Male","2510"
"","5436"
"Maithili",""
"Female","12"
"Male","33"
"","45"
"Majhi",""
"Female","5"
"Male","10"
"","15"
"Nepali",""
"Female","153432"
"Male","115058"
"","268490"
"Newar",""
"Female","1423"
"Male","1200"
"","2623"
"Not Reported",""
"Female","48"
"Male","44"
"","92"
"Others",""
"Female","125"
"Male","180"
"","305"
"Tharu",""
"Female","7"
"Male","10"
"","17"
"Urdu",""
"Female","33"
"Male","53"
"","86"
