"Population by Single Year of Age","Number"
"0",""
"Female","279"
"Male","279"
"1",""
"Female","228"
"Male","274"
"10",""
"Female","456"
"Male","491"
"11",""
"Female","404"
"Male","415"
"12",""
"Female","496"
"Male","531"
"13",""
"Female","475"
"Male","476"
"14",""
"Female","548"
"Male","492"
"15",""
"Female","569"
"Male","522"
"16",""
"Female","557"
"Male","471"
"17",""
"Female","501"
"Male","445"
"18",""
"Female","530"
"Male","451"
"19",""
"Female","346"
"Male","318"
"2",""
"Female","233"
"Male","252"
"20",""
"Female","464"
"Male","350"
"21",""
"Female","360"
"Male","281"
"22",""
"Female","454"
"Male","363"
"23",""
"Female","310"
"Male","273"
"24",""
"Female","345"
"Male","308"
"25",""
"Female","445"
"Male","338"
"26",""
"Female","356"
"Male","382"
"27",""
"Female","330"
"Male","500"
"28",""
"Female","400"
"Male","636"
"29",""
"Female","185"
"Male","413"
"3",""
"Female","249"
"Male","258"
"30",""
"Female","504"
"Male","518"
"31",""
"Female","176"
"Male","272"
"32",""
"Female","321"
"Male","299"
"33",""
"Female","236"
"Male","207"
"34",""
"Female","198"
"Male","193"
"35",""
"Female","502"
"Male","394"
"36",""
"Female","267"
"Male","233"
"37",""
"Female","185"
"Male","209"
"38",""
"Female","233"
"Male","227"
"39",""
"Female","161"
"Male","172"
"4",""
"Female","274"
"Male","290"
"40",""
"Female","491"
"Male","442"
"41",""
"Female","132"
"Male","142"
"42",""
"Female","252"
"Male","272"
"43",""
"Female","188"
"Male","164"
"44",""
"Female","157"
"Male","147"
"45",""
"Female","379"
"Male","349"
"46",""
"Female","155"
"Male","175"
"47",""
"Female","145"
"Male","149"
"48",""
"Female","189"
"Male","180"
"49",""
"Female","131"
"Male","112"
"5",""
"Female","359"
"Male","386"
"50",""
"Female","360"
"Male","321"
"51",""
"Female","125"
"Male","118"
"52",""
"Female","169"
"Male","155"
"53",""
"Female","122"
"Male","107"
"54",""
"Female","113"
"Male","106"
"55",""
"Female","224"
"Male","208"
"56",""
"Female","106"
"Male","118"
"57",""
"Female","110"
"Male","102"
"58",""
"Female","125"
"Male","123"
"59",""
"Female","77"
"Male","85"
"6",""
"Female","345"
"Male","346"
"60",""
"Female","259"
"Male","203"
"61",""
"Female","88"
"Male","76"
"62",""
"Female","128"
"Male","107"
"63",""
"Female","71"
"Male","83"
"64",""
"Female","67"
"Male","63"
"65",""
"Female","202"
"Male","139"
"66",""
"Female","87"
"Male","57"
"67",""
"Female","81"
"Male","96"
"68",""
"Female","80"
"Male","83"
"69",""
"Female","37"
"Male","49"
"7",""
"Female","375"
"Male","362"
"70",""
"Female","180"
"Male","112"
"71",""
"Female","32"
"Male","45"
"72",""
"Female","63"
"Male","60"
"73",""
"Female","40"
"Male","41"
"74",""
"Female","34"
"Male","34"
"75",""
"Female","95"
"Male","61"
"76",""
"Female","41"
"Male","41"
"77",""
"Female","42"
"Male","44"
"78",""
"Female","66"
"Male","56"
"79",""
"Female","19"
"Male","29"
"8",""
"Female","372"
"Male","429"
"80",""
"Female","62"
"Male","41"
"81",""
"Female","17"
"Male","13"
"82",""
"Female","17"
"Male","18"
"83",""
"Female","27"
"Male","20"
"84",""
"Female","23"
"Male","19"
"85",""
"Female","97"
"Male","76"
"9",""
"Female","368"
"Male","390"
