"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","24"
"Male","35"
"Danuwar",""
"Female","2393"
"Male","2032"
"Hindi",""
"Female","7"
"Male","21"
"Magar",""
"Female","22"
"Male","22"
"Maithili",""
"Female","36"
"Male","64"
"Nepali",""
"Female","11586"
"Male","10331"
"Newar",""
"Female","1715"
"Male","1558"
"Not Reported",""
"Female","15"
"Male","29"
"Others",""
"Female","32"
"Male","35"
"Rai",""
"Female","38"
"Male","30"
"Tamang",""
"Female","4186"
"Male","3774"
"Tharu",""
"Female","0"
"Male","12"
