"Population by Five Years Age Group","Number"
"0-4",""
"Female","1263"
"Male","1353"
"10-14",""
"Female","2379"
"Male","2405"
"15-19",""
"Female","2503"
"Male","2207"
"20-24",""
"Female","1933"
"Male","1575"
"25-29",""
"Female","1716"
"Male","2269"
"30-34",""
"Female","1435"
"Male","1489"
"35-39",""
"Female","1348"
"Male","1235"
"40-44",""
"Female","1220"
"Male","1167"
"45-49",""
"Female","999"
"Male","965"
"50-54",""
"Female","889"
"Male","807"
"55-59",""
"Female","642"
"Male","636"
"5-9",""
"Female","1819"
"Male","1913"
"60-64",""
"Female","613"
"Male","532"
"65-69",""
"Female","487"
"Male","424"
"70-74",""
"Female","349"
"Male","292"
"75+",""
"Female","506"
"Male","418"
