"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","70"
"Electricity","0"
"Kerosene","39"
"LP Gas","3"
"Not stated","32"
"Others","76"
"Wood/Firewood","3896"
"Total","4117"
