"Population by Five Years Age Group","Number"
"0-4",""
"Female","1395"
"Male","1458"
"10-14",""
"Female","1481"
"Male","1605"
"15-19",""
"Female","1061"
"Male","1095"
"20-24",""
"Female","935"
"Male","641"
"25-29",""
"Female","970"
"Male","582"
"30-34",""
"Female","805"
"Male","497"
"35-39",""
"Female","758"
"Male","530"
"40-44",""
"Female","626"
"Male","480"
"45-49",""
"Female","535"
"Male","481"
"50-54",""
"Female","373"
"Male","411"
"55-59",""
"Female","383"
"Male","402"
"5-9",""
"Female","1704"
"Male","1792"
"60-64",""
"Female","389"
"Male","347"
"65-69",""
"Female","263"
"Male","267"
"70-74",""
"Female","143"
"Male","190"
"75+",""
"Female","151"
"Male","162"
