"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","3"
"Cow Dung","3231"
"Electricity","0"
"Kerosene","44"
"LP Gas","21"
"Not stated","42"
"Others","11"
"Wood/Firewood","695"
"Total","4047"
