"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","96"
"Cow Dung","42"
"Electricity Fuel","7"
"KeroseneFuel","45"
"LP Gas","734"
"Not Sated about Fuel","62"
"OthersFuel","11"
"Wood/FireWood","10720"
"Total","11717"
