"Population by Caste Ethinicity","Number"
"Aathpariya",""
"Female","49"
"Male","38"
"","87"
"Bangali",""
"Female","6"
"Male","5"
"","11"
"Bantaba",""
"Female","17"
"Male","11"
"","28"
"Brahman - Hill",""
"Female","692"
"Male","585"
"","1277"
"Chhetri",""
"Female","3301"
"Male","2701"
"","6002"
"Damai/Dholi",""
"Female","289"
"Male","241"
"","530"
"Dhunia",""
"Female","6"
"Male","7"
"","13"
"Gharti/Bhujel",""
"Female","242"
"Male","196"
"","438"
"Gurung",""
"Female","249"
"Male","183"
"","432"
"Kami",""
"Female","566"
"Male","470"
"","1036"
"Limbu",""
"Female","86"
"Male","79"
"","165"
"Magar",""
"Female","1715"
"Male","1346"
"","3061"
"Newar",""
"Female","412"
"Male","374"
"","786"
"Others",""
"Female","55"
"Male","62"
"","117"
"Rai",""
"Female","1946"
"Male","1673"
"","3619"
"Sanyasi/Dasnami",""
"Female","196"
"Male","158"
"","354"
"Sarki",""
"Female","224"
"Male","197"
"","421"
"Sherpa",""
"Female","31"
"Male","35"
"","66"
"Tamang",""
"Female","1892"
"Male","1630"
"","3522"
"Teli",""
"Female","12"
"Male","19"
"","31"
"Terai Others",""
"Female","11"
"Male","12"
"","23"
"Yadav",""
"Female","4"
"Male","15"
"","19"
"Yakkha",""
"Female","23"
"Male","17"
"","40"
