"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","3"
"Electricity Fuel","1"
"KeroseneFuel","9"
"LP Gas","177"
"Not Sated about Fuel","9"
"OthersFuel","9"
"Wood/FireWood","4762"
"Total","4977"
