"Population by Five Years Age Group","Number"
"0-4",""
"Female","1580"
"Male","1767"
"10-14",""
"Female","2229"
"Male","2396"
"15-19",""
"Female","2048"
"Male","1874"
"20-24",""
"Female","1933"
"Male","1358"
"25-29",""
"Female","1651"
"Male","1138"
"30-34",""
"Female","1380"
"Male","874"
"35-39",""
"Female","1100"
"Male","751"
"40-44",""
"Female","942"
"Male","748"
"45-49",""
"Female","810"
"Male","626"
"50-54",""
"Female","669"
"Male","581"
"55-59",""
"Female","549"
"Male","522"
"5-9",""
"Female","1971"
"Male","2120"
"60-64",""
"Female","590"
"Male","445"
"65-69",""
"Female","438"
"Male","343"
"70-74",""
"Female","351"
"Male","308"
"75+",""
"Female","422"
"Male","364"
