"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","87"
"Cow Dung","3"
"Electricity","2"
"Kerosene","45"
"LP Gas","2787"
"Not stated","11"
"Others","3"
"Wood/Firewood","5714"
"Total","8652"
