"Population by Five Years Age Group","Number"
"0-4",""
"Female","824"
"Male","835"
"10-14",""
"Female","725"
"Male","706"
"15-19",""
"Female","540"
"Male","511"
"20-24",""
"Female","503"
"Male","431"
"25-29",""
"Female","377"
"Male","340"
"30-34",""
"Female","278"
"Male","247"
"35-39",""
"Female","258"
"Male","253"
"40-44",""
"Female","244"
"Male","249"
"45-49",""
"Female","189"
"Male","193"
"50-54",""
"Female","145"
"Male","158"
"55-59",""
"Female","127"
"Male","138"
"5-9",""
"Female","837"
"Male","848"
"60-64",""
"Female","150"
"Male","153"
"65-69",""
"Female","74"
"Male","73"
"70-74",""
"Female","35"
"Male","49"
"75+",""
"Female","24"
"Male","39"
