"Population by Caste Ethinicity","Number"
"Bahing",""
"Female","23"
"Male","20"
"","43"
"Bhote",""
"Female","6"
"Male","7"
"","13"
"Brahman - Hill",""
"Female","32"
"Male","44"
"","76"
"Chhetri",""
"Female","77"
"Male","82"
"","159"
"Damai/Dholi",""
"Female","65"
"Male","60"
"","125"
"Gurung",""
"Female","933"
"Male","835"
"","1768"
"Kami",""
"Female","116"
"Male","109"
"","225"
"Khaling",""
"Female","56"
"Male","41"
"","97"
"Kulung",""
"Female","110"
"Male","87"
"","197"
"Limbu",""
"Female","10"
"Male","14"
"","24"
"Loharung",""
"Female","275"
"Male","282"
"","557"
"Magar",""
"Female","9"
"Male","12"
"","21"
"Mewahang Bala",""
"Female","46"
"Male","45"
"","91"
"Nachhiring",""
"Female","10"
"Male","8"
"","18"
"Others",""
"Female","26"
"Male","23"
"","49"
"Rai",""
"Female","913"
"Male","861"
"","1774"
"Sherpa",""
"Female","361"
"Male","338"
"","699"
"Tamang",""
"Female","48"
"Male","40"
"","88"
"Thulung",""
"Female","134"
"Male","140"
"","274"
"Yakkha",""
"Female","10"
"Male","15"
"","25"
"Yamphu",""
"Female","395"
"Male","347"
"","742"
