"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","2550"
"Christianity","86"
"Hindu","909"
"Islam","1"
"Jainism","0"
"Kirat","3495"
"Prakriti","1"
"Sikhism","0"
"Undefined","23"
"Total","7065"
