"Population by Five Years Age Group","Number"
"0-4",""
"Female","1880"
"Male","1875"
"10-14",""
"Female","2993"
"Male","3042"
"15-19",""
"Female","2761"
"Male","2447"
"20-24",""
"Female","2057"
"Male","1669"
"25-29",""
"Female","1729"
"Male","1380"
"30-34",""
"Female","1473"
"Male","1225"
"35-39",""
"Female","1515"
"Male","1222"
"40-44",""
"Female","1400"
"Male","1212"
"45-49",""
"Female","1083"
"Male","1091"
"50-54",""
"Female","1066"
"Male","1014"
"55-59",""
"Female","759"
"Male","816"
"5-9",""
"Female","2602"
"Male","2579"
"60-64",""
"Female","772"
"Male","728"
"65-69",""
"Female","566"
"Male","573"
"70-74",""
"Female","432"
"Male","405"
"75+",""
"Female","532"
"Male","575"
