"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","9"
"Male","13"
"Danuwar",""
"Female","570"
"Male","593"
"Gurung",""
"Female","232"
"Male","192"
"Hyolmo/Yholmo",""
"Female","11"
"Male","10"
"Magar",""
"Female","43"
"Male","37"
"Maithili",""
"Female","37"
"Male","94"
"Nepali",""
"Female","13752"
"Male","12344"
"Newar",""
"Female","535"
"Male","502"
"Not Reported",""
"Female","60"
"Male","51"
"Others",""
"Female","15"
"Male","32"
"Rai",""
"Female","12"
"Male","12"
"Sherpa",""
"Female","74"
"Male","75"
"Tamang",""
"Female","8261"
"Male","7766"
"Tharu",""
"Female","3"
"Male","8"
