"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","4792"
"Christianity","525"
"Hindu","25475"
"Islam","47"
"Jainism","0"
"Kirat","4"
"Prakriti","6"
"Sikhism","0"
"Undefined","57"
"Total","30906"
