"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1560"
"Male","1236"
"","2796"
"Chhantyal/Chhantel",""
"Female","219"
"Male","173"
"","392"
"Chhetri",""
"Female","1975"
"Male","1459"
"","3434"
"Damai/Dholi",""
"Female","727"
"Male","565"
"","1292"
"Gharti/Bhujel",""
"Female","22"
"Male","23"
"","45"
"Gurung",""
"Female","257"
"Male","224"
"","481"
"Kami",""
"Female","2746"
"Male","2186"
"","4932"
"Kumal",""
"Female","415"
"Male","330"
"","745"
"Magar",""
"Female","8650"
"Male","6847"
"","15497"
"Musalman",""
"Female","24"
"Male","23"
"","47"
"Newar",""
"Female","85"
"Male","72"
"","157"
"Others",""
"Female","27"
"Male","21"
"","48"
"Sanyasi/Dasnami",""
"Female","258"
"Male","183"
"","441"
"Sarki",""
"Female","227"
"Male","165"
"","392"
"Thakali",""
"Female","43"
"Male","27"
"","70"
"Thakuri",""
"Female","51"
"Male","40"
"","91"
"Undefined Others",""
"Female","29"
"Male","17"
"","46"
