"Population by Mother tongue","Number"
"Bangla",""
"Female","6"
"Male","9"
"","15"
"Bhojpuri",""
"Female","18"
"Male","57"
"","75"
"Bhujel",""
"Female","74"
"Male","78"
"","152"
"Gurung",""
"Female","2867"
"Male","2136"
"","5003"
"Hindi",""
"Female","21"
"Male","83"
"","104"
"Magar",""
"Female","1187"
"Male","942"
"","2129"
"Maithili",""
"Female","5"
"Male","18"
"","23"
"Nepali",""
"Female","6178"
"Male","5205"
"","11383"
"Newar",""
"Female","457"
"Male","399"
"","856"
"Not Reported",""
"Female","46"
"Male","25"
"","71"
"Others",""
"Female","15"
"Male","12"
"","27"
"Rai",""
"Female","6"
"Male","12"
"","18"
"Sign Language",""
"Female","8"
"Male","10"
"","18"
"Tamang",""
"Female","45"
"Male","42"
"","87"
"Tharu",""
"Female","8"
"Male","7"
"","15"
"Urdu",""
"Female","24"
"Male","13"
"","37"
