"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","2545"
"Christianity","549"
"Hindu","16766"
"Islam","125"
"Jainism","0"
"Kirat","8"
"Prakriti","6"
"Sikhism","0"
"Undefined","77"
"Total","20077"
