"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","313"
"Cow Dung","1"
"Electricity Fuel","6"
"KeroseneFuel","21"
"LP Gas","1049"
"Not Sated about Fuel","30"
"OthersFuel","2"
"Wood/FireWood","3431"
"Total","4853"
